window_index,start_time,end_time,ground_truth_label,raw_predicted_label,raw_confidence,raw_z_distance,raw_classifier_prediction,smoothed_predicted_label
794,198.50,201.50,WALK,STOP,0.7404,0.718,STOP,WALK
795,198.75,201.75,WALK,WALK,0.6118,0.766,WALK,WALK
796,199.00,202.00,WALK,WALK,0.9379,0.801,WALK,WALK
797,199.25,202.25,WALK,WALK,0.9695,0.827,WALK,WALK
798,199.50,202.50,WALK,WALK,0.9547,0.896,WALK,WALK
799,199.75,202.75,WALK,WALK,0.9197,0.839,WALK,WALK
800,200.00,203.00,WALK,WALK,0.7568,0.595,WALK,WALK
801,200.25,203.25,WALK,STOP,0.7427,0.448,STOP,WALK
802,200.50,203.50,WALK,STOP,0.5020,0.441,STOP,WALK
803,200.75,203.75,WALK,WALK,0.7808,0.430,WALK,WALK
804,201.00,204.00,WALK,WALK,0.6396,0.383,WALK,WALK
805,201.25,204.25,WALK,WALK,0.7732,0.407,WALK,WALK
806,201.50,204.50,WALK,WALK,0.8111,0.401,WALK,WALK
807,201.75,204.75,WALK,WALK,0.6685,0.466,WALK,WALK
808,202.00,205.00,WALK,STOP,0.5272,0.439,STOP,STOP
809,202.25,205.25,WALK,STOP,0.7445,0.500,STOP,STOP
810,202.50,205.50,WALK,STOP,0.7471,0.396,STOP,STOP
811,202.75,205.75,WALK,STOP,0.6876,0.215,STOP,STOP
812,203.00,206.00,WALK,WALK,0.5962,0.349,WALK,STOP
813,203.25,206.25,WALK,WALK,0.6082,0.339,WALK,STOP
814,203.50,206.50,WALK,STOP,0.5286,0.360,STOP,STOP
815,203.75,206.75,WALK,STOP,0.6799,0.352,STOP,STOP
816,204.00,207.00,WALK,STOP,0.6428,0.404,STOP,STOP
817,204.25,207.25,WALK,STOP,0.6263,0.388,STOP,STOP
818,204.50,207.50,WALK,WALK,0.7460,0.414,WALK,WALK
819,204.75,207.75,WALK,WALK,0.9086,0.482,WALK,WALK
820,205.00,208.00,WALK,WALK,0.8096,0.388,WALK,WALK
821,205.25,208.25,WALK,WALK,0.7839,0.385,WALK,WALK
822,205.50,208.50,WALK,WALK,0.7846,0.273,WALK,WALK
823,205.75,208.75,WALK,WALK,0.6491,0.204,WALK,WALK
824,206.00,209.00,WALK,WALK,0.7223,0.145,WALK,WALK
825,206.25,209.25,STOP,WALK,0.5733,0.176,WALK,WALK
826,206.50,209.50,STOP,WALK,0.5608,0.214,WALK,WALK
827,206.75,209.75,STOP,STOP,0.6712,0.305,STOP,STOP
828,207.00,210.00,STOP,STOP,0.7736,0.575,STOP,STOP
829,207.25,210.25,STOP,STOP,0.9223,0.551,STOP,STOP
830,207.50,210.50,STOP,STOP,0.9681,0.673,STOP,STOP
831,207.75,210.75,STOP,STOP,0.9948,0.875,STOP,STOP
832,208.00,211.00,STOP,STOP,0.9963,0.950,STOP,STOP
833,208.25,211.25,STOP,STOP,0.9992,1.017,STOP,STOP
834,208.50,211.50,STOP,STOP,0.9991,1.023,STOP,STOP
835,208.75,211.75,STOP,STOP,0.9998,1.124,STOP,STOP
836,209.00,212.00,STOP,STOP,0.9999,1.184,STOP,STOP
837,209.25,212.25,STOP,STOP,0.9999,1.166,STOP,STOP
838,209.50,212.50,STOP,STOP,0.9997,1.070,STOP,STOP
839,209.75,212.75,STOP,STOP,0.9997,1.037,STOP,STOP
840,210.00,213.00,STOP,STOP,0.9987,0.936,STOP,STOP
841,210.25,213.25,STOP,STOP,0.9989,0.948,STOP,STOP
842,210.50,213.50,STOP,STOP,0.9996,1.040,STOP,STOP
843,210.75,213.75,STOP,STOP,0.9996,1.051,STOP,STOP
844,211.00,214.00,STOP,STOP,0.9995,1.037,STOP,STOP
845,211.25,214.25,STOP,STOP,0.9976,0.880,STOP,STOP
846,211.50,214.50,STOP,STOP,0.9960,0.862,STOP,STOP
847,211.75,214.75,STOP,STOP,0.9744,0.441,STOP,STOP
848,212.00,215.00,STOP,STOP,0.9406,0.360,STOP,STOP
849,212.25,215.25,STOP,STOP,0.9388,0.364,STOP,STOP
850,212.50,215.50,STOP,STOP,0.9460,0.408,STOP,STOP
851,212.75,215.75,STOP,STOP,0.9023,0.395,STOP,STOP
852,213.00,216.00,STOP,STOP,0.9277,0.452,STOP,STOP
853,213.25,216.25,STOP,STOP,0.9624,0.364,STOP,STOP
854,213.50,216.50,STOP,STOP,0.9498,0.289,STOP,STOP
855,213.75,216.75,STOP,STOP,0.9147,0.270,STOP,STOP
856,214.00,217.00,STOP,STOP,0.7374,0.276,STOP,STOP
857,214.25,217.25,STOP,STOP,0.7433,0.321,STOP,STOP
858,214.50,217.50,STOP,WALK,0.7235,0.440,WALK,WALK
859,214.75,217.75,STOP,WALK,0.6515,0.363,WALK,WALK
860,215.00,218.00,STOP,WALK,0.7191,0.406,WALK,WALK
861,215.25,218.25,STOP,WALK,0.8166,0.475,WALK,WALK
862,215.50,218.50,STOP,WALK,0.7271,0.446,WALK,WALK
863,215.75,218.75,STOP,WALK,0.7206,0.477,WALK,WALK
864,216.00,219.00,STOP,STOP,0.5515,0.609,STOP,STOP
865,216.25,219.25,STOP,STOP,0.6637,0.516,STOP,STOP
866,216.50,219.50,STOP,STOP,0.8074,0.490,STOP,STOP
867,216.75,219.75,STOP,STOP,0.8076,0.443,STOP,STOP
868,217.00,220.00,STOP,STOP,0.9380,0.351,STOP,STOP
869,217.25,220.25,STOP,STOP,0.6609,0.449,STOP,STOP
870,217.50,220.50,STOP,STOP,0.9004,0.358,STOP,STOP
871,217.75,220.75,STOP,STOP,0.9431,0.331,STOP,STOP
872,218.00,221.00,STOP,STOP,0.9723,0.233,STOP,STOP
873,218.25,221.25,STOP,STOP,0.9823,0.245,STOP,STOP
874,218.50,221.50,STOP,STOP,0.9812,0.236,STOP,STOP
875,218.75,221.75,STOP,STOP,0.9916,0.225,STOP,STOP
876,219.00,222.00,STOP,STOP,0.9794,0.257,STOP,STOP
877,219.25,222.25,STOP,STOP,0.9695,0.192,STOP,STOP
878,219.50,222.50,STOP,STOP,0.9374,0.157,STOP,STOP
879,219.75,222.75,STOP,STOP,0.9016,0.144,STOP,STOP
880,220.00,223.00,WALK,STOP,0.7533,0.177,STOP,STOP
881,220.25,223.25,WALK,STOP,0.5861,0.370,STOP,STOP
882,220.50,223.50,WALK,WALK,0.6575,0.378,WALK,WALK
883,220.75,223.75,WALK,WALK,0.8826,0.421,WALK,WALK
884,221.00,224.00,WALK,WALK,0.9008,0.417,WALK,WALK
885,221.25,224.25,WALK,WALK,0.9646,0.311,WALK,WALK
886,221.50,224.50,WALK,WALK,0.9586,0.305,WALK,WALK
887,221.75,224.75,WALK,WALK,0.9533,0.507,WALK,WALK
888,222.00,225.00,WALK,WALK,0.9749,0.561,WALK,WALK
889,222.25,225.25,WALK,WALK,0.9708,0.553,WALK,WALK
890,222.50,225.50,WALK,WALK,0.9970,0.981,WALK,WALK
891,222.75,225.75,WALK,WALK,0.9981,1.016,WALK,WALK
892,223.00,226.00,WALK,WALK,0.9994,1.156,WALK,WALK
893,223.25,226.25,WALK,WALK,0.9979,1.046,WALK,WALK
894,223.50,226.50,WALK,WALK,0.9953,1.035,WALK,WALK
895,223.75,226.75,WALK,WALK,0.9961,1.076,WALK,WALK
896,224.00,227.00,WALK,WALK,0.9990,1.327,WALK,WALK
897,224.25,227.25,WALK,WALK,0.9984,1.522,WALK,WALK
898,224.50,227.50,WALK,WALK,0.9995,1.454,WALK,WALK
899,224.75,227.75,WALK,WALK,0.9997,1.668,WALK,WALK
900,225.00,228.00,WALK,WALK,0.9998,1.706,WALK,WALK
901,225.25,228.25,WALK,WALK,0.9999,1.708,WALK,WALK
902,225.50,228.50,WALK,WALK,0.9991,1.446,WALK,WALK
903,225.75,228.75,WALK,WALK,0.9977,1.404,WALK,WALK
904,226.00,229.00,WALK,WALK,0.9923,1.234,WALK,WALK
905,226.25,229.25,WALK,WALK,0.9122,0.889,WALK,WALK
906,226.50,229.50,WALK,WALK,0.9408,0.872,WALK,WALK
907,226.75,229.75,WALK,WALK,0.9586,0.827,WALK,WALK
908,227.00,230.00,WALK,WALK,0.9301,0.643,WALK,WALK
909,227.25,230.25,WALK,WALK,0.9396,0.561,WALK,WALK
910,227.50,230.50,WALK,WALK,0.9410,0.562,WALK,WALK
911,227.75,230.75,WALK,WALK,0.9249,0.404,WALK,WALK
912,228.00,231.00,WALK,WALK,0.9029,0.362,WALK,WALK
913,228.25,231.25,WALK,WALK,0.8864,0.322,WALK,WALK
914,228.50,231.50,WALK,WALK,0.9372,0.526,WALK,WALK
915,228.75,231.75,WALK,WALK,0.9945,0.899,WALK,WALK
916,229.00,232.00,WALK,WALK,0.9974,0.927,WALK,WALK
917,229.25,232.25,WALK,WALK,0.9993,0.959,WALK,WALK
918,229.50,232.50,WALK,WALK,0.9994,0.984,WALK,WALK
919,229.75,232.75,WALK,WALK,0.9993,0.923,WALK,WALK
920,230.00,233.00,WALK,WALK,1.0000,1.679,WALK,WALK
921,230.25,233.25,WALK,WALK,0.9999,1.642,WALK,WALK
922,230.50,233.50,WALK,WALK,0.9999,1.633,WALK,WALK
923,230.75,233.75,WALK,WALK,0.9986,1.387,WALK,WALK
924,231.00,234.00,WALK,WALK,0.9986,1.417,WALK,WALK
925,231.25,234.25,WALK,WALK,0.9971,1.390,WALK,WALK
926,231.50,234.50,WALK,WALK,0.9777,1.188,WALK,WALK
927,231.75,234.75,WALK,WALK,0.7232,0.777,WALK,WALK
928,232.00,235.00,WALK,WALK,0.8127,0.751,WALK,WALK
929,232.25,235.25,WALK,WALK,0.5492,0.602,WALK,WALK
930,232.50,235.50,WALK,STOP,0.6448,0.518,STOP,STOP
931,232.75,235.75,STOP,STOP,0.6406,0.524,STOP,STOP
932,233.00,236.00,STOP,STOP,0.9804,0.743,STOP,STOP
933,233.25,236.25,STOP,STOP,0.9926,0.839,STOP,STOP
934,233.50,236.50,STOP,STOP,0.9894,0.848,STOP,STOP
935,233.75,236.75,STOP,STOP,0.9869,0.926,STOP,STOP
936,234.00,237.00,STOP,STOP,0.9856,1.089,STOP,STOP
937,234.25,237.25,STOP,STOP,0.9813,0.944,STOP,STOP
938,234.50,237.50,STOP,STOP,0.9580,0.850,STOP,STOP
939,234.75,237.75,STOP,STOP,0.9663,0.786,STOP,STOP
940,235.00,238.00,STOP,STOP,0.9932,0.874,STOP,STOP
941,235.25,238.25,STOP,STOP,0.9884,0.847,STOP,STOP
942,235.50,238.50,STOP,STOP,0.9848,0.790,STOP,STOP
943,235.75,238.75,STOP,STOP,0.9392,0.628,STOP,STOP
944,236.00,239.00,STOP,STOP,0.9658,0.584,STOP,STOP
945,236.25,239.25,STOP,STOP,0.9318,0.586,STOP,STOP
946,236.50,239.50,STOP,STOP,0.9298,0.594,STOP,STOP
947,236.75,239.75,STOP,STOP,0.8513,0.630,STOP,STOP
948,237.00,240.00,STOP,STOP,0.6186,0.735,STOP,STOP
949,237.25,240.25,STOP,STOP,0.7792,0.673,STOP,STOP
950,237.50,240.50,STOP,STOP,0.9076,0.438,STOP,STOP
951,237.75,240.75,STOP,STOP,0.7829,0.413,STOP,STOP
952,238.00,241.00,STOP,WALK,0.5314,0.437,WALK,STOP
953,238.25,241.25,STOP,WALK,0.5105,0.382,WALK,STOP
954,238.50,241.50,STOP,STOP,0.6020,0.328,STOP,STOP
955,238.75,241.75,STOP,STOP,0.6477,0.268,STOP,STOP
956,239.00,242.00,STOP,STOP,0.7770,0.443,STOP,STOP
957,239.25,242.25,STOP,STOP,0.9051,0.497,STOP,STOP
958,239.50,242.50,STOP,STOP,0.8884,0.482,STOP,STOP
959,239.75,242.75,STOP,STOP,0.9248,0.470,STOP,STOP
960,240.00,243.00,STOP,STOP,0.9606,0.643,STOP,STOP
961,240.25,243.25,STOP,STOP,0.9612,0.656,STOP,STOP
962,240.50,243.50,STOP,STOP,0.9812,0.684,STOP,STOP
963,240.75,243.75,STOP,STOP,0.9915,0.777,STOP,STOP
964,241.00,244.00,STOP,STOP,0.9971,0.895,STOP,STOP
965,241.25,244.25,STOP,STOP,0.9961,0.794,STOP,STOP
966,241.50,244.50,STOP,STOP,0.9814,0.616,STOP,STOP
967,241.75,244.75,STOP,STOP,0.9814,0.603,STOP,STOP
968,242.00,245.00,STOP,STOP,0.9880,0.621,STOP,STOP
969,242.25,245.25,STOP,STOP,0.9877,0.468,STOP,STOP
970,242.50,245.50,STOP,STOP,0.9943,0.456,STOP,STOP
971,242.75,245.75,STOP,STOP,0.9974,0.508,STOP,STOP
972,243.00,246.00,STOP,STOP,0.9969,0.469,STOP,STOP
973,243.25,246.25,STOP,STOP,0.9959,0.430,STOP,STOP
974,243.50,246.50,STOP,STOP,0.9933,0.421,STOP,STOP
975,243.75,246.75,STOP,STOP,0.9731,0.355,STOP,STOP
976,244.00,247.00,STOP,STOP,0.9530,0.324,STOP,STOP
977,244.25,247.25,STOP,STOP,0.9713,0.305,STOP,STOP
978,244.50,247.50,STOP,STOP,0.9505,0.475,STOP,STOP
979,244.75,247.75,STOP,STOP,0.9246,0.551,STOP,STOP
